,Hasil Sebenarnya,Naive Bayes,ID3
73333,1.0,0.0,0.0
47378,0.0,0.0,1.0
33370,0.0,0.0,1.0
32226,0.0,0.0,0.0
70642,0.0,0.0,0.0
24711,0.0,1.0,0.0
35308,1.0,0.0,0.0
111650,0.0,0.0,0.0
19992,0.0,0.0,0.0
103735,1.0,0.0,1.0
53197,0.0,0.0,0.0
78582,1.0,1.0,0.0
68980,1.0,0.0,1.0
66665,0.0,0.0,1.0
46148,0.0,0.0,0.0
22154,0.0,0.0,0.0
100814,0.0,1.0,0.0
123657,0.0,0.0,0.0
46312,0.0,0.0,0.0
103016,0.0,1.0,0.0
29894,0.0,0.0,0.0
83012,1.0,0.0,0.0
119085,0.0,0.0,0.0
118448,0.0,0.0,0.0
75576,0.0,0.0,0.0
67094,1.0,1.0,0.0
62524,1.0,1.0,0.0
58776,0.0,0.0,0.0
32857,0.0,0.0,1.0
522,0.0,0.0,0.0
102956,0.0,0.0,0.0
38301,1.0,0.0,1.0
106651,1.0,0.0,0.0
109437,0.0,0.0,0.0
99965,1.0,0.0,1.0
23365,1.0,0.0,0.0
113552,0.0,0.0,0.0
122572,0.0,0.0,0.0
23986,0.0,0.0,0.0
101469,0.0,0.0,0.0
93867,0.0,1.0,0.0
66625,0.0,0.0,0.0
66147,0.0,0.0,0.0
76590,1.0,0.0,0.0
104350,1.0,0.0,1.0
124893,0.0,0.0,0.0
39125,0.0,0.0,0.0
89379,0.0,0.0,1.0
126066,1.0,0.0,0.0
115395,0.0,1.0,0.0
57419,0.0,0.0,1.0
87768,0.0,1.0,1.0
74984,0.0,0.0,0.0
40396,0.0,0.0,0.0
121117,0.0,0.0,0.0
124521,1.0,0.0,1.0
76490,0.0,0.0,0.0
68599,1.0,0.0,1.0
32207,0.0,0.0,0.0
55937,0.0,1.0,0.0
19332,0.0,0.0,0.0
108839,0.0,0.0,0.0
10290,0.0,0.0,0.0
76382,0.0,1.0,0.0
11988,0.0,0.0,0.0
39628,1.0,0.0,0.0
98966,0.0,1.0,0.0
95226,0.0,1.0,0.0
8875,0.0,0.0,0.0
102480,0.0,1.0,0.0
54141,0.0,1.0,0.0
90960,0.0,0.0,1.0
114278,0.0,1.0,0.0
51529,0.0,0.0,1.0
105565,0.0,1.0,0.0
43520,0.0,0.0,1.0
72243,0.0,0.0,1.0
72884,0.0,0.0,0.0
51436,0.0,0.0,0.0
95328,1.0,1.0,0.0
9695,1.0,0.0,0.0
67308,0.0,0.0,0.0
91510,0.0,1.0,1.0
60153,0.0,1.0,0.0
54256,0.0,0.0,0.0
21215,0.0,0.0,0.0
111428,0.0,1.0,0.0
83250,0.0,0.0,0.0
7089,0.0,0.0,0.0
115582,0.0,0.0,1.0
22377,0.0,0.0,1.0
77589,0.0,0.0,1.0
82829,0.0,0.0,0.0
61170,0.0,1.0,0.0
24269,0.0,0.0,0.0
32767,0.0,1.0,0.0
89172,0.0,0.0,0.0
84335,0.0,1.0,0.0
22211,1.0,0.0,0.0
12524,1.0,1.0,0.0
123206,0.0,0.0,0.0
40815,0.0,0.0,0.0
84024,0.0,0.0,0.0
22020,1.0,0.0,1.0
64564,0.0,0.0,0.0
14661,0.0,1.0,1.0
62705,1.0,1.0,1.0
49740,0.0,0.0,0.0
28529,0.0,0.0,0.0
118009,0.0,0.0,0.0
29179,1.0,1.0,1.0
32106,0.0,0.0,0.0
99384,0.0,0.0,0.0
15639,0.0,1.0,0.0
69168,0.0,0.0,0.0
101056,0.0,0.0,0.0
80214,0.0,0.0,0.0
71343,0.0,0.0,0.0
10434,0.0,1.0,0.0
17796,0.0,0.0,0.0
59401,0.0,1.0,0.0
5583,0.0,1.0,0.0
90547,0.0,0.0,0.0
126402,1.0,0.0,0.0
34609,0.0,1.0,0.0
5451,0.0,0.0,0.0
41086,0.0,0.0,0.0
30184,0.0,0.0,0.0
70478,0.0,0.0,0.0
47344,0.0,0.0,1.0
39067,0.0,0.0,0.0
24479,0.0,0.0,0.0
52049,0.0,0.0,0.0
121874,0.0,1.0,1.0
33044,0.0,0.0,0.0
35772,0.0,0.0,0.0
113678,0.0,0.0,0.0
94914,1.0,0.0,0.0
108613,1.0,1.0,0.0
8546,0.0,0.0,0.0
126444,0.0,0.0,0.0
21174,0.0,1.0,1.0
31482,0.0,0.0,0.0
100472,0.0,0.0,0.0
95944,0.0,1.0,0.0
104402,0.0,0.0,0.0
120586,0.0,0.0,0.0
114148,0.0,1.0,0.0
76130,0.0,0.0,0.0
117792,0.0,0.0,0.0
58587,0.0,0.0,0.0
86359,0.0,0.0,0.0
127079,0.0,0.0,0.0
108362,0.0,0.0,0.0
50851,1.0,1.0,1.0
126878,0.0,0.0,0.0
119906,1.0,0.0,1.0
43508,0.0,1.0,1.0
21414,1.0,0.0,0.0
92331,0.0,0.0,0.0
28552,0.0,0.0,1.0
76377,0.0,1.0,0.0
33794,1.0,0.0,0.0
37903,0.0,0.0,1.0
55832,0.0,0.0,0.0
48051,1.0,0.0,1.0
93962,0.0,0.0,0.0
16554,0.0,1.0,0.0
92893,0.0,0.0,0.0
75175,0.0,0.0,0.0
2550,0.0,0.0,1.0
49536,0.0,0.0,0.0
108125,1.0,1.0,0.0
34545,0.0,1.0,0.0
104933,1.0,0.0,1.0
41032,0.0,0.0,0.0
61486,0.0,0.0,0.0
33787,0.0,0.0,0.0
116206,0.0,0.0,0.0
75505,0.0,0.0,1.0
14249,0.0,0.0,1.0
72603,0.0,0.0,0.0
28432,1.0,0.0,1.0
87126,0.0,0.0,0.0
89255,1.0,0.0,1.0
44597,0.0,0.0,0.0
106189,0.0,0.0,1.0
34918,0.0,0.0,0.0
62398,1.0,0.0,0.0
69369,0.0,0.0,0.0
36398,0.0,0.0,0.0
29968,0.0,0.0,0.0
93272,0.0,1.0,0.0
70474,0.0,0.0,0.0
37261,1.0,0.0,1.0
74305,0.0,0.0,0.0
90387,1.0,0.0,0.0
30456,0.0,0.0,0.0
25224,0.0,0.0,1.0
56900,0.0,1.0,1.0
98877,0.0,1.0,0.0
77964,0.0,0.0,0.0
101184,0.0,0.0,0.0
101191,0.0,0.0,0.0
36262,1.0,1.0,1.0
88521,1.0,0.0,1.0
71077,1.0,0.0,1.0
42647,0.0,0.0,0.0
85164,0.0,0.0,0.0
32977,0.0,1.0,1.0
62745,0.0,1.0,0.0
103083,1.0,0.0,0.0
101649,0.0,0.0,0.0
74702,1.0,0.0,1.0
30564,0.0,0.0,0.0
96588,1.0,0.0,0.0
57921,1.0,0.0,0.0
91189,0.0,0.0,0.0
92010,0.0,1.0,0.0
41873,0.0,0.0,0.0
84653,0.0,0.0,0.0
49815,0.0,1.0,0.0
20490,0.0,0.0,1.0
62328,0.0,0.0,0.0
65681,0.0,0.0,0.0
23344,1.0,0.0,0.0
40310,0.0,0.0,0.0
13858,0.0,0.0,0.0
27879,0.0,0.0,0.0
72410,0.0,1.0,0.0
91503,1.0,0.0,1.0
73784,0.0,0.0,0.0
12872,0.0,0.0,0.0
123464,0.0,0.0,0.0
112756,1.0,1.0,0.0
39866,0.0,0.0,0.0
12792,1.0,1.0,1.0
111859,0.0,0.0,0.0
73243,0.0,0.0,0.0
74644,0.0,1.0,1.0
91163,0.0,0.0,0.0
106858,0.0,0.0,0.0
104692,1.0,0.0,0.0
110900,1.0,0.0,1.0
5385,0.0,0.0,0.0
25324,1.0,0.0,1.0
106995,0.0,0.0,0.0
76270,0.0,0.0,0.0
102091,0.0,1.0,0.0
43950,0.0,0.0,0.0
92609,0.0,0.0,0.0
91252,0.0,0.0,0.0
100599,0.0,0.0,0.0
83226,1.0,0.0,0.0
114163,0.0,1.0,0.0
105701,1.0,0.0,0.0
84375,1.0,0.0,1.0
120131,0.0,1.0,0.0
118032,0.0,1.0,1.0
9118,0.0,0.0,0.0
125518,0.0,0.0,1.0
21455,1.0,0.0,0.0
108756,1.0,1.0,1.0
60353,0.0,1.0,0.0
37004,0.0,0.0,0.0
82157,0.0,1.0,0.0
46596,0.0,0.0,0.0
121636,1.0,1.0,1.0
20339,0.0,0.0,0.0
125172,0.0,0.0,0.0
32774,0.0,0.0,0.0
15750,0.0,0.0,0.0
23538,0.0,0.0,0.0
106157,1.0,0.0,1.0
105012,0.0,1.0,1.0
82081,0.0,0.0,0.0
107123,0.0,1.0,0.0
50639,0.0,1.0,0.0
8448,0.0,0.0,0.0
72895,0.0,1.0,0.0
50061,0.0,1.0,0.0
59165,0.0,0.0,0.0
18956,1.0,0.0,0.0
65698,0.0,1.0,0.0
91547,0.0,1.0,0.0
83702,0.0,0.0,0.0
58255,0.0,0.0,0.0
12679,0.0,0.0,0.0
6519,0.0,0.0,0.0
14292,1.0,0.0,1.0
14165,0.0,0.0,0.0
39317,0.0,0.0,0.0
97002,0.0,0.0,0.0
120624,0.0,0.0,0.0
82164,0.0,1.0,0.0
71836,0.0,0.0,0.0
68504,1.0,0.0,0.0
21115,0.0,0.0,0.0
90552,1.0,1.0,1.0
10304,0.0,0.0,0.0
96865,0.0,0.0,0.0
74605,0.0,1.0,0.0
16650,0.0,1.0,0.0
7880,0.0,0.0,0.0
30289,0.0,0.0,0.0
106293,0.0,0.0,0.0
85841,1.0,0.0,1.0
8164,0.0,0.0,0.0
45528,1.0,1.0,1.0
112486,0.0,0.0,0.0
29434,0.0,0.0,0.0
119020,0.0,1.0,0.0
9413,0.0,0.0,0.0
27189,0.0,0.0,0.0
32336,0.0,1.0,1.0
55232,0.0,0.0,0.0
121363,0.0,1.0,0.0
60402,0.0,0.0,0.0
54596,0.0,1.0,0.0
70275,1.0,0.0,1.0
51802,0.0,0.0,0.0
116214,0.0,0.0,1.0
59860,0.0,0.0,0.0
43880,0.0,0.0,0.0
50234,0.0,1.0,0.0
54385,0.0,0.0,0.0
54229,1.0,0.0,1.0
30887,0.0,0.0,0.0
57479,0.0,0.0,0.0
64142,0.0,0.0,0.0
95299,0.0,0.0,0.0
121349,0.0,0.0,0.0
100116,0.0,0.0,0.0
37401,0.0,1.0,1.0
11381,0.0,1.0,0.0
36058,0.0,0.0,0.0
21646,1.0,0.0,1.0
2052,0.0,0.0,0.0
32470,0.0,0.0,0.0
39642,0.0,0.0,0.0
121566,0.0,1.0,0.0
115723,0.0,0.0,0.0
114578,0.0,0.0,0.0
22089,0.0,0.0,0.0
18056,0.0,1.0,0.0
64171,1.0,1.0,0.0
6620,0.0,0.0,0.0
95235,1.0,0.0,1.0
3946,0.0,0.0,0.0
21287,0.0,0.0,0.0
71726,0.0,0.0,0.0
63629,0.0,0.0,0.0
18769,0.0,0.0,0.0
101592,1.0,1.0,0.0
104004,0.0,0.0,0.0
88470,0.0,1.0,0.0
91348,0.0,0.0,1.0
55693,0.0,0.0,0.0
84356,0.0,1.0,0.0
64596,0.0,0.0,0.0
54106,0.0,1.0,0.0
7426,0.0,1.0,0.0
66656,0.0,0.0,0.0
41439,1.0,0.0,0.0
81455,0.0,0.0,0.0
125543,0.0,0.0,0.0
39783,1.0,0.0,0.0
12339,0.0,0.0,0.0
20562,1.0,0.0,0.0
60556,1.0,0.0,0.0
39399,0.0,0.0,1.0
49658,0.0,1.0,0.0
43783,0.0,0.0,0.0
113397,0.0,0.0,0.0
63292,1.0,0.0,1.0
36898,0.0,0.0,1.0
113011,0.0,1.0,0.0
12256,1.0,0.0,1.0
387,1.0,0.0,1.0
10091,1.0,0.0,0.0
36220,0.0,1.0,1.0
58549,0.0,0.0,0.0
38801,0.0,0.0,0.0
33708,0.0,0.0,0.0
60412,0.0,0.0,0.0
49864,0.0,1.0,0.0
68507,0.0,0.0,0.0
98532,0.0,1.0,1.0
41096,0.0,0.0,0.0
28888,0.0,0.0,0.0
53985,1.0,1.0,1.0
17516,1.0,0.0,1.0
17047,0.0,0.0,0.0
30005,0.0,0.0,0.0
10080,0.0,0.0,0.0
82362,0.0,0.0,0.0
105671,0.0,0.0,0.0
81300,0.0,0.0,0.0
125672,0.0,0.0,0.0
63144,0.0,1.0,0.0
120883,0.0,0.0,0.0
28282,0.0,1.0,0.0
105209,0.0,0.0,0.0
103296,0.0,0.0,0.0
76119,1.0,0.0,0.0
122928,0.0,0.0,0.0
48432,0.0,0.0,0.0
76670,0.0,0.0,0.0
124889,0.0,0.0,0.0
24680,0.0,1.0,0.0
52712,0.0,0.0,0.0
106730,0.0,1.0,1.0
103851,0.0,0.0,1.0
55630,0.0,0.0,0.0
32841,0.0,0.0,0.0
5101,0.0,0.0,0.0
78354,0.0,0.0,0.0
120633,0.0,0.0,0.0
18019,0.0,1.0,1.0
36776,0.0,0.0,0.0
91317,0.0,1.0,0.0
88797,0.0,1.0,1.0
761,0.0,0.0,0.0
106554,0.0,0.0,0.0
104573,1.0,0.0,1.0
60701,0.0,0.0,0.0
32280,0.0,0.0,1.0
60882,0.0,0.0,1.0
37172,0.0,1.0,1.0
30880,1.0,0.0,1.0
94979,0.0,0.0,1.0
71200,0.0,1.0,0.0
46907,0.0,0.0,0.0
12289,0.0,0.0,0.0
126078,1.0,1.0,0.0
115815,1.0,1.0,0.0
22237,0.0,0.0,0.0
91990,1.0,0.0,1.0
37003,0.0,0.0,1.0
102538,0.0,1.0,0.0
77493,0.0,0.0,0.0
73917,0.0,0.0,0.0
74544,1.0,0.0,1.0
81509,1.0,0.0,1.0
46806,0.0,0.0,0.0
125249,0.0,0.0,0.0
85948,0.0,0.0,0.0
45764,0.0,1.0,0.0
17063,0.0,0.0,1.0
9834,1.0,1.0,1.0
47445,0.0,0.0,0.0
80695,1.0,0.0,0.0
34095,0.0,0.0,1.0
105527,0.0,0.0,0.0
12000,0.0,0.0,0.0
52051,0.0,1.0,0.0
25964,1.0,0.0,1.0
77454,0.0,0.0,1.0
69019,0.0,0.0,1.0
17957,0.0,0.0,0.0
44304,1.0,0.0,0.0
77667,0.0,0.0,0.0
107637,0.0,0.0,0.0
70876,0.0,0.0,0.0
52599,0.0,0.0,0.0
21259,0.0,1.0,0.0
59281,0.0,0.0,0.0
54123,1.0,0.0,0.0
30468,0.0,1.0,0.0
3985,1.0,1.0,0.0
65850,0.0,0.0,0.0
5490,0.0,1.0,0.0
37965,0.0,0.0,0.0
62907,0.0,0.0,0.0
31684,1.0,0.0,1.0
55931,0.0,0.0,0.0
17686,0.0,0.0,0.0
81121,0.0,0.0,1.0
88653,1.0,0.0,0.0
40649,0.0,0.0,0.0
107511,0.0,0.0,0.0
43347,0.0,0.0,1.0
84278,0.0,0.0,0.0
49375,1.0,0.0,1.0
82346,0.0,0.0,1.0
91265,0.0,0.0,0.0
46856,0.0,0.0,0.0
74747,0.0,1.0,1.0
72666,1.0,0.0,0.0
74092,0.0,1.0,0.0
38099,0.0,1.0,0.0
15285,0.0,0.0,0.0
13789,1.0,0.0,0.0
15148,0.0,0.0,0.0
106776,0.0,0.0,0.0
57458,0.0,0.0,0.0
38904,0.0,0.0,0.0
47962,0.0,0.0,0.0
78190,0.0,0.0,0.0
62464,0.0,0.0,0.0
33431,0.0,0.0,1.0
38997,0.0,0.0,0.0
45908,0.0,0.0,0.0
107240,0.0,0.0,0.0
106440,1.0,1.0,1.0
42056,1.0,1.0,1.0
43718,0.0,0.0,0.0
112765,0.0,0.0,0.0
31478,0.0,1.0,0.0
110433,0.0,1.0,0.0
91237,0.0,0.0,0.0
103695,0.0,0.0,0.0
87704,0.0,0.0,0.0
47161,0.0,0.0,0.0
111019,0.0,1.0,0.0
34374,0.0,0.0,0.0
41791,0.0,0.0,0.0
39814,0.0,0.0,0.0
80802,0.0,0.0,0.0
53291,0.0,0.0,0.0
100443,0.0,0.0,0.0
89351,1.0,0.0,0.0
69596,0.0,0.0,0.0
113025,1.0,1.0,1.0
34063,0.0,0.0,1.0
71895,0.0,0.0,0.0
16038,0.0,0.0,1.0
72288,0.0,0.0,1.0
121359,0.0,0.0,0.0
35932,0.0,0.0,0.0
80765,0.0,0.0,0.0
20740,0.0,0.0,0.0
26106,1.0,0.0,0.0
1701,0.0,0.0,0.0
98843,0.0,0.0,0.0
25109,1.0,0.0,0.0
117855,1.0,1.0,1.0
109126,0.0,0.0,0.0
65904,0.0,0.0,0.0
47535,0.0,1.0,0.0
166,0.0,1.0,0.0
65512,0.0,0.0,0.0
29825,1.0,1.0,0.0
121213,0.0,1.0,1.0
115044,0.0,1.0,0.0
68251,0.0,0.0,0.0
105007,0.0,0.0,0.0
41307,0.0,0.0,1.0
42747,0.0,0.0,0.0
93084,0.0,0.0,0.0
27907,1.0,0.0,0.0
72939,0.0,1.0,0.0
121649,0.0,0.0,0.0
46647,0.0,1.0,0.0
20867,0.0,0.0,1.0
114510,0.0,0.0,0.0
97143,0.0,0.0,0.0
51564,0.0,1.0,0.0
82160,0.0,1.0,1.0
61063,0.0,0.0,0.0
108922,0.0,0.0,1.0
22939,0.0,0.0,1.0
118672,0.0,0.0,0.0
44241,1.0,0.0,1.0
3878,0.0,0.0,0.0
60790,0.0,0.0,0.0
74762,0.0,1.0,0.0
43298,0.0,0.0,0.0
106641,0.0,0.0,0.0
29758,0.0,0.0,0.0
59195,0.0,0.0,0.0
88761,1.0,0.0,1.0
101667,0.0,0.0,0.0
38713,0.0,0.0,0.0
98651,1.0,0.0,1.0
53116,1.0,0.0,0.0
115103,0.0,0.0,0.0
35134,1.0,0.0,1.0
113166,0.0,0.0,0.0
97591,1.0,0.0,0.0
7475,1.0,1.0,1.0
31391,0.0,0.0,0.0
121289,1.0,0.0,0.0
111245,0.0,0.0,0.0
29471,0.0,0.0,0.0
102086,0.0,0.0,0.0
16358,0.0,0.0,0.0
4659,0.0,0.0,0.0
70102,0.0,0.0,0.0
17733,0.0,0.0,0.0
110441,0.0,1.0,0.0
9608,0.0,0.0,0.0
7297,0.0,0.0,0.0
66743,0.0,0.0,0.0
15989,0.0,0.0,0.0
64699,0.0,0.0,0.0
98870,1.0,0.0,0.0
51180,0.0,0.0,0.0
102434,0.0,0.0,1.0
86578,0.0,0.0,0.0
91820,0.0,0.0,1.0
90548,0.0,1.0,0.0
12249,0.0,0.0,0.0
45238,0.0,1.0,0.0
107242,0.0,0.0,0.0
49752,0.0,0.0,0.0
79883,1.0,0.0,1.0
36577,0.0,0.0,0.0
75589,0.0,0.0,0.0
99238,0.0,0.0,0.0
89587,0.0,0.0,1.0
35672,0.0,0.0,0.0
95653,0.0,0.0,0.0
112729,0.0,0.0,0.0
112908,0.0,0.0,0.0
80489,1.0,0.0,0.0
66454,0.0,1.0,0.0
68767,0.0,0.0,0.0
34983,0.0,0.0,0.0
115120,0.0,0.0,0.0
32963,0.0,0.0,0.0
85398,0.0,0.0,0.0
51003,0.0,1.0,0.0
76208,0.0,1.0,0.0
30272,1.0,0.0,1.0
85919,0.0,1.0,1.0
83723,0.0,0.0,0.0
4713,0.0,0.0,1.0
57276,0.0,0.0,0.0
92967,0.0,0.0,0.0
32891,0.0,0.0,0.0
83334,1.0,0.0,0.0
118862,1.0,1.0,0.0
72113,0.0,0.0,0.0
65066,0.0,1.0,0.0
92707,0.0,0.0,0.0
53208,0.0,0.0,0.0
1812,1.0,0.0,0.0
113923,1.0,0.0,0.0
101808,0.0,0.0,1.0
3651,0.0,1.0,0.0
72074,0.0,1.0,0.0
23723,0.0,0.0,1.0
125006,1.0,0.0,0.0
87992,0.0,0.0,0.0
60794,1.0,1.0,1.0
84753,0.0,1.0,0.0
73193,0.0,0.0,0.0
81730,1.0,0.0,1.0
54554,0.0,0.0,0.0
90571,0.0,0.0,0.0
123912,1.0,0.0,0.0
113545,0.0,0.0,0.0
4762,1.0,1.0,0.0
23992,0.0,1.0,0.0
93546,1.0,0.0,1.0
83880,0.0,1.0,0.0
83322,0.0,0.0,0.0
87777,0.0,0.0,1.0
19886,0.0,0.0,0.0
75112,0.0,0.0,0.0
47,0.0,0.0,0.0
121465,0.0,0.0,0.0
56798,0.0,0.0,0.0
103641,0.0,0.0,1.0
110230,1.0,0.0,0.0
106255,0.0,0.0,1.0
107017,1.0,0.0,0.0
43300,0.0,1.0,0.0
57322,1.0,1.0,0.0
9645,1.0,0.0,0.0
90472,1.0,1.0,0.0
13117,0.0,0.0,0.0
114720,1.0,0.0,0.0
49573,0.0,0.0,0.0
25006,1.0,1.0,0.0
117295,0.0,0.0,0.0
90235,0.0,0.0,0.0
40682,1.0,1.0,0.0
86462,0.0,0.0,0.0
72387,0.0,0.0,0.0
79057,1.0,0.0,0.0
73802,0.0,0.0,0.0
95488,0.0,0.0,0.0
9247,0.0,0.0,0.0
111177,0.0,1.0,1.0
40208,0.0,0.0,0.0
4305,1.0,0.0,1.0
122090,1.0,1.0,1.0
91998,0.0,0.0,0.0
14184,0.0,0.0,0.0
50656,0.0,0.0,0.0
102824,0.0,0.0,0.0
28719,0.0,0.0,0.0
30329,1.0,0.0,1.0
75279,1.0,0.0,0.0
106723,0.0,0.0,1.0
33495,1.0,1.0,0.0
36585,0.0,0.0,0.0
22947,0.0,0.0,0.0
92282,0.0,0.0,0.0
46918,0.0,0.0,0.0
54048,1.0,0.0,1.0
1672,0.0,0.0,0.0
61989,1.0,0.0,1.0
124599,0.0,0.0,0.0
27993,0.0,0.0,0.0
54748,0.0,0.0,0.0
80659,1.0,0.0,1.0
63540,0.0,0.0,0.0
88894,0.0,0.0,0.0
69848,1.0,0.0,0.0
126277,0.0,0.0,0.0
672,0.0,0.0,1.0
65331,0.0,0.0,0.0
27106,0.0,0.0,0.0
50898,0.0,0.0,0.0
110063,0.0,0.0,0.0
108746,1.0,0.0,1.0
88755,0.0,1.0,0.0
69504,0.0,0.0,0.0
108877,0.0,0.0,0.0
37645,0.0,0.0,0.0
16562,0.0,0.0,0.0
95480,0.0,0.0,0.0
17792,0.0,0.0,0.0
54458,1.0,1.0,0.0
55698,0.0,0.0,0.0
28677,0.0,0.0,0.0
46455,0.0,0.0,1.0
46528,0.0,0.0,0.0
45568,0.0,1.0,0.0
108830,0.0,0.0,1.0
5589,0.0,0.0,0.0
32384,0.0,1.0,0.0
101065,0.0,0.0,1.0
91192,0.0,0.0,0.0
67826,0.0,1.0,0.0
22279,0.0,0.0,0.0
95251,0.0,0.0,1.0
11593,0.0,0.0,0.0
29804,0.0,0.0,0.0
74574,0.0,0.0,1.0
10512,0.0,0.0,0.0
81513,1.0,0.0,1.0
23815,0.0,0.0,1.0
98584,0.0,1.0,1.0
24344,0.0,0.0,0.0
92830,0.0,0.0,0.0
94419,0.0,0.0,0.0
103581,0.0,0.0,0.0
10762,0.0,1.0,0.0
101241,0.0,0.0,0.0
22729,0.0,0.0,0.0
90755,1.0,0.0,0.0
94394,0.0,0.0,0.0
71829,1.0,0.0,1.0
58418,0.0,0.0,0.0
56825,0.0,0.0,0.0
47347,0.0,0.0,0.0
29435,0.0,1.0,0.0
36441,1.0,0.0,1.0
109059,0.0,0.0,0.0
3875,1.0,0.0,0.0
30506,0.0,0.0,0.0
54377,0.0,0.0,0.0
48956,0.0,1.0,1.0
82986,0.0,0.0,0.0
26943,0.0,0.0,0.0
33206,0.0,0.0,0.0
100661,0.0,0.0,0.0
5679,1.0,0.0,0.0
100293,1.0,1.0,0.0
108433,0.0,1.0,0.0
14729,0.0,0.0,0.0
64859,0.0,0.0,0.0
27433,1.0,0.0,0.0
76824,0.0,0.0,0.0
88691,0.0,1.0,0.0
53807,0.0,0.0,0.0
78025,1.0,1.0,1.0
24158,0.0,0.0,0.0
58140,1.0,0.0,1.0
26216,0.0,0.0,0.0
79176,0.0,0.0,0.0
98300,0.0,0.0,0.0
71647,0.0,0.0,0.0
88414,0.0,0.0,0.0
117276,0.0,1.0,0.0
105496,0.0,0.0,0.0
113559,1.0,1.0,1.0
52718,1.0,0.0,1.0
82722,0.0,0.0,0.0
17613,0.0,0.0,0.0
95907,1.0,0.0,0.0
102978,0.0,0.0,0.0
112128,0.0,1.0,0.0
53643,1.0,0.0,0.0
124375,1.0,1.0,1.0
29059,0.0,0.0,1.0
28218,0.0,0.0,0.0
46159,0.0,0.0,0.0
66475,0.0,0.0,0.0
44433,0.0,0.0,0.0
118903,0.0,0.0,0.0
