,Hasil Sebenarnya,Naive Bayes,ID3
59136,0.0,0.0,1.0
126626,1.0,0.0,0.0
61179,1.0,0.0,1.0
112475,0.0,0.0,0.0
86435,0.0,1.0,0.0
12834,0.0,0.0,0.0
99845,0.0,0.0,0.0
109863,0.0,0.0,0.0
79241,0.0,1.0,0.0
71566,0.0,0.0,0.0
16382,1.0,0.0,0.0
121622,0.0,1.0,0.0
98572,0.0,1.0,0.0
75396,0.0,0.0,0.0
87554,0.0,1.0,0.0
43547,0.0,1.0,0.0
48248,0.0,0.0,1.0
86679,0.0,1.0,0.0
26419,0.0,0.0,1.0
75958,0.0,1.0,0.0
18000,0.0,0.0,1.0
48647,1.0,0.0,1.0
9605,0.0,0.0,0.0
12667,0.0,0.0,0.0
8433,1.0,1.0,0.0
92618,0.0,0.0,0.0
110878,0.0,0.0,0.0
39519,0.0,1.0,1.0
64624,0.0,1.0,0.0
23365,0.0,0.0,0.0
86656,0.0,0.0,0.0
125464,0.0,1.0,0.0
122479,0.0,0.0,0.0
6137,1.0,0.0,0.0
112892,0.0,0.0,1.0
45911,0.0,0.0,1.0
25699,0.0,0.0,1.0
61736,1.0,0.0,0.0
40548,0.0,1.0,0.0
68781,1.0,0.0,0.0
96100,0.0,1.0,0.0
69464,0.0,0.0,0.0
85082,1.0,1.0,0.0
81581,0.0,0.0,0.0
10144,0.0,1.0,0.0
37351,1.0,0.0,0.0
25532,0.0,0.0,0.0
94255,0.0,0.0,0.0
25234,0.0,0.0,1.0
51588,0.0,0.0,0.0
36458,0.0,1.0,1.0
53278,1.0,1.0,1.0
39455,0.0,0.0,0.0
62829,0.0,0.0,0.0
14631,1.0,0.0,0.0
25673,0.0,1.0,1.0
74687,0.0,0.0,0.0
93073,0.0,0.0,0.0
94715,0.0,1.0,0.0
81832,1.0,0.0,0.0
38332,0.0,0.0,0.0
57670,0.0,0.0,0.0
84266,0.0,0.0,0.0
59466,0.0,1.0,0.0
81283,0.0,0.0,0.0
86201,0.0,1.0,0.0
104357,0.0,1.0,0.0
75555,0.0,0.0,0.0
104853,0.0,0.0,0.0
89064,0.0,1.0,0.0
47612,0.0,0.0,0.0
60927,0.0,0.0,0.0
85586,0.0,0.0,0.0
114908,0.0,0.0,0.0
13613,0.0,0.0,1.0
90352,0.0,0.0,0.0
87181,0.0,0.0,0.0
96963,0.0,0.0,0.0
212,1.0,1.0,1.0
119661,0.0,0.0,0.0
34861,0.0,0.0,0.0
122288,0.0,0.0,0.0
64090,1.0,0.0,0.0
124158,0.0,1.0,0.0
121650,0.0,0.0,0.0
63604,0.0,0.0,0.0
16709,0.0,1.0,1.0
22446,0.0,0.0,0.0
85117,1.0,0.0,0.0
55396,0.0,1.0,0.0
5681,0.0,0.0,0.0
35803,0.0,0.0,0.0
43937,0.0,1.0,0.0
61145,0.0,0.0,0.0
52596,0.0,0.0,0.0
54879,0.0,0.0,0.0
33227,0.0,0.0,0.0
14861,0.0,0.0,0.0
49925,1.0,0.0,0.0
40788,0.0,1.0,1.0
5835,0.0,0.0,0.0
85487,0.0,0.0,1.0
114850,0.0,1.0,1.0
54130,1.0,0.0,0.0
21469,0.0,0.0,0.0
10543,0.0,0.0,1.0
37579,0.0,1.0,0.0
62423,0.0,0.0,0.0
16818,0.0,0.0,1.0
100111,1.0,0.0,0.0
98511,1.0,0.0,1.0
73608,0.0,0.0,0.0
79745,1.0,1.0,0.0
51591,0.0,0.0,0.0
31171,1.0,0.0,0.0
70541,1.0,0.0,1.0
40172,0.0,0.0,0.0
124225,0.0,1.0,0.0
40734,0.0,1.0,0.0
8941,1.0,0.0,1.0
93785,0.0,0.0,0.0
28241,0.0,0.0,0.0
60164,0.0,0.0,0.0
17366,0.0,0.0,0.0
88775,1.0,0.0,1.0
123957,1.0,0.0,1.0
88872,0.0,0.0,0.0
11217,1.0,0.0,1.0
124725,0.0,0.0,0.0
48662,0.0,0.0,1.0
25360,1.0,0.0,0.0
33792,0.0,0.0,1.0
66318,0.0,0.0,0.0
17165,0.0,0.0,0.0
25512,0.0,0.0,0.0
86924,1.0,0.0,0.0
5735,0.0,0.0,0.0
34742,1.0,1.0,0.0
102870,0.0,0.0,0.0
123089,0.0,0.0,1.0
77571,0.0,0.0,0.0
107981,0.0,0.0,0.0
99071,1.0,0.0,0.0
43247,0.0,0.0,1.0
77572,0.0,1.0,1.0
8275,0.0,1.0,0.0
65526,0.0,0.0,0.0
3292,0.0,0.0,0.0
28337,0.0,0.0,0.0
31148,1.0,1.0,1.0
22319,1.0,0.0,1.0
40897,0.0,0.0,1.0
52408,1.0,0.0,0.0
82903,0.0,0.0,0.0
124568,0.0,1.0,1.0
90021,0.0,1.0,0.0
106062,0.0,0.0,0.0
24197,1.0,0.0,0.0
38201,0.0,0.0,1.0
124625,0.0,0.0,0.0
68187,0.0,0.0,0.0
79290,1.0,0.0,0.0
17444,0.0,0.0,0.0
21679,0.0,1.0,0.0
123024,0.0,0.0,0.0
116698,1.0,0.0,0.0
34546,0.0,1.0,0.0
103249,1.0,0.0,1.0
38483,0.0,0.0,0.0
78584,0.0,0.0,0.0
59056,1.0,0.0,0.0
124208,0.0,0.0,0.0
97031,0.0,0.0,0.0
24785,0.0,0.0,0.0
96993,0.0,1.0,0.0
86871,0.0,0.0,1.0
123669,0.0,0.0,0.0
37092,0.0,0.0,0.0
87829,0.0,0.0,0.0
37324,0.0,1.0,0.0
96549,0.0,0.0,0.0
75103,0.0,1.0,1.0
75794,0.0,0.0,0.0
28034,0.0,0.0,0.0
38821,1.0,1.0,1.0
6999,1.0,0.0,0.0
38721,0.0,0.0,0.0
32036,0.0,0.0,0.0
103775,1.0,0.0,1.0
36826,0.0,0.0,0.0
58795,0.0,0.0,1.0
50640,0.0,0.0,0.0
6661,0.0,0.0,0.0
38240,0.0,1.0,0.0
98911,1.0,0.0,0.0
74387,0.0,0.0,0.0
49502,1.0,0.0,0.0
34556,0.0,0.0,0.0
103967,0.0,0.0,0.0
91696,0.0,1.0,0.0
51377,1.0,0.0,0.0
36614,0.0,0.0,1.0
13205,0.0,1.0,0.0
90737,0.0,1.0,1.0
30940,1.0,0.0,0.0
73696,0.0,0.0,1.0
32418,0.0,0.0,0.0
7273,0.0,1.0,1.0
86702,0.0,1.0,0.0
56894,0.0,0.0,0.0
78738,1.0,1.0,0.0
54265,0.0,0.0,0.0
121201,0.0,1.0,1.0
112455,0.0,0.0,0.0
55736,1.0,0.0,0.0
109123,0.0,0.0,0.0
64152,0.0,0.0,0.0
15905,0.0,0.0,0.0
109830,0.0,0.0,1.0
22026,0.0,1.0,1.0
118809,0.0,0.0,0.0
57624,0.0,1.0,0.0
65929,0.0,1.0,0.0
100113,0.0,0.0,0.0
44225,0.0,1.0,0.0
11593,0.0,1.0,0.0
48059,0.0,0.0,0.0
96681,0.0,0.0,0.0
75479,0.0,1.0,0.0
59717,1.0,1.0,0.0
87869,0.0,0.0,0.0
55640,0.0,0.0,0.0
82530,0.0,0.0,0.0
109345,0.0,0.0,0.0
72878,1.0,0.0,1.0
36021,0.0,0.0,0.0
42452,1.0,0.0,0.0
53762,0.0,0.0,0.0
50481,0.0,0.0,0.0
47930,0.0,1.0,0.0
65828,0.0,0.0,0.0
42979,0.0,0.0,0.0
106919,0.0,0.0,0.0
113207,0.0,1.0,1.0
47429,0.0,0.0,0.0
13697,0.0,0.0,0.0
4377,0.0,1.0,0.0
24014,0.0,1.0,0.0
42526,1.0,0.0,0.0
22532,0.0,0.0,0.0
95599,0.0,0.0,0.0
29105,0.0,0.0,1.0
107888,0.0,0.0,0.0
70700,0.0,1.0,1.0
10531,0.0,0.0,0.0
62892,0.0,0.0,0.0
55113,0.0,1.0,0.0
118168,0.0,0.0,0.0
67814,1.0,0.0,0.0
119453,0.0,1.0,1.0
15800,1.0,0.0,0.0
82075,0.0,1.0,0.0
74419,0.0,0.0,0.0
109756,0.0,1.0,0.0
102636,0.0,0.0,1.0
67194,0.0,0.0,0.0
111743,0.0,0.0,1.0
121329,0.0,0.0,0.0
121590,0.0,0.0,0.0
18742,0.0,1.0,0.0
76715,1.0,0.0,0.0
89800,1.0,0.0,1.0
38412,0.0,0.0,0.0
39381,0.0,0.0,0.0
39112,1.0,0.0,0.0
88431,0.0,0.0,0.0
62299,1.0,0.0,0.0
102760,0.0,0.0,0.0
38183,0.0,1.0,1.0
17246,0.0,1.0,0.0
108571,0.0,0.0,0.0
97217,1.0,0.0,1.0
44255,0.0,0.0,0.0
112264,0.0,0.0,0.0
80242,0.0,0.0,0.0
11623,1.0,1.0,0.0
61715,0.0,0.0,0.0
89699,0.0,0.0,0.0
97964,1.0,0.0,0.0
60988,0.0,1.0,0.0
31880,0.0,1.0,0.0
17601,1.0,0.0,0.0
3157,0.0,0.0,1.0
55311,1.0,0.0,0.0
120142,0.0,0.0,0.0
53054,0.0,0.0,0.0
7515,1.0,0.0,0.0
74016,0.0,0.0,0.0
63588,1.0,1.0,0.0
54215,0.0,0.0,0.0
20057,0.0,1.0,0.0
85446,1.0,0.0,1.0
104892,0.0,0.0,0.0
100357,1.0,1.0,0.0
117783,0.0,0.0,0.0
20318,1.0,1.0,0.0
472,1.0,1.0,0.0
50765,0.0,0.0,0.0
11420,0.0,0.0,0.0
59500,0.0,0.0,0.0
91616,0.0,0.0,0.0
69375,0.0,0.0,0.0
100787,0.0,0.0,0.0
44797,0.0,0.0,0.0
28247,0.0,0.0,0.0
113785,0.0,0.0,1.0
115613,0.0,1.0,0.0
12400,0.0,0.0,0.0
49615,0.0,0.0,0.0
7288,0.0,0.0,1.0
32345,0.0,0.0,1.0
65938,0.0,1.0,0.0
124788,0.0,0.0,1.0
23879,0.0,0.0,1.0
49522,0.0,0.0,0.0
46333,1.0,1.0,1.0
118528,0.0,0.0,0.0
107421,0.0,0.0,0.0
119434,0.0,0.0,0.0
124128,0.0,0.0,0.0
45509,0.0,1.0,0.0
59290,0.0,0.0,0.0
84015,1.0,1.0,1.0
30455,0.0,0.0,0.0
122277,1.0,0.0,0.0
13755,0.0,1.0,1.0
71050,0.0,0.0,1.0
103241,1.0,0.0,0.0
76095,0.0,0.0,0.0
522,0.0,0.0,0.0
48438,0.0,0.0,0.0
52729,0.0,0.0,0.0
24302,0.0,0.0,0.0
41563,0.0,0.0,0.0
66981,0.0,1.0,0.0
95585,0.0,0.0,0.0
18995,0.0,1.0,0.0
55427,0.0,0.0,0.0
57213,0.0,0.0,0.0
96438,0.0,0.0,0.0
57012,0.0,0.0,0.0
13876,0.0,0.0,0.0
50212,0.0,0.0,0.0
95480,0.0,0.0,0.0
59017,1.0,1.0,0.0
41159,0.0,0.0,0.0
36695,0.0,1.0,1.0
120373,0.0,0.0,1.0
117756,0.0,0.0,0.0
32096,0.0,0.0,0.0
47041,1.0,0.0,0.0
76199,0.0,0.0,0.0
78104,1.0,0.0,0.0
2242,0.0,1.0,1.0
107229,1.0,0.0,0.0
93431,0.0,1.0,0.0
50814,0.0,1.0,1.0
98993,0.0,0.0,0.0
42421,0.0,0.0,0.0
115469,0.0,0.0,1.0
98454,0.0,0.0,0.0
88801,1.0,0.0,1.0
51716,1.0,0.0,1.0
111914,1.0,1.0,1.0
52996,0.0,0.0,1.0
123355,0.0,0.0,1.0
49704,1.0,1.0,0.0
14841,0.0,0.0,0.0
92500,0.0,0.0,0.0
39578,0.0,1.0,0.0
93041,0.0,1.0,0.0
52548,0.0,0.0,0.0
21520,1.0,0.0,1.0
121739,0.0,0.0,1.0
31499,0.0,1.0,0.0
95522,0.0,0.0,0.0
102475,0.0,0.0,0.0
25032,0.0,0.0,1.0
92674,1.0,0.0,1.0
69564,1.0,0.0,0.0
20397,1.0,0.0,0.0
77182,0.0,0.0,0.0
29322,0.0,1.0,0.0
70218,0.0,0.0,1.0
51143,0.0,1.0,1.0
22672,1.0,0.0,0.0
124320,0.0,0.0,0.0
61073,0.0,0.0,1.0
27881,0.0,0.0,0.0
67700,0.0,0.0,0.0
22551,0.0,1.0,0.0
33238,0.0,0.0,1.0
82134,1.0,0.0,1.0
121136,0.0,0.0,1.0
34791,0.0,0.0,0.0
47314,0.0,0.0,0.0
4526,1.0,0.0,0.0
61744,0.0,0.0,0.0
85016,1.0,0.0,0.0
63686,1.0,0.0,0.0
74592,1.0,1.0,0.0
44547,1.0,0.0,0.0
82758,0.0,0.0,0.0
54093,0.0,1.0,0.0
72174,0.0,1.0,0.0
120501,0.0,0.0,0.0
50357,0.0,1.0,0.0
29359,0.0,0.0,0.0
112741,0.0,0.0,0.0
18997,1.0,0.0,1.0
1983,0.0,0.0,0.0
4786,0.0,0.0,0.0
111994,0.0,0.0,1.0
30745,0.0,0.0,0.0
121260,0.0,0.0,0.0
77236,0.0,0.0,0.0
41359,0.0,0.0,1.0
48526,0.0,0.0,0.0
83964,1.0,0.0,1.0
10473,0.0,0.0,1.0
86268,0.0,0.0,0.0
65241,0.0,0.0,0.0
66546,0.0,1.0,1.0
23773,0.0,0.0,0.0
260,0.0,1.0,0.0
72911,0.0,1.0,0.0
100772,0.0,0.0,0.0
55923,0.0,0.0,0.0
63113,0.0,0.0,0.0
86592,0.0,0.0,0.0
48928,0.0,0.0,0.0
21812,0.0,0.0,0.0
92130,0.0,0.0,0.0
90016,0.0,0.0,0.0
107158,1.0,0.0,0.0
87524,0.0,0.0,1.0
35018,0.0,0.0,0.0
39793,0.0,0.0,0.0
56528,0.0,0.0,0.0
119694,1.0,1.0,1.0
25727,0.0,1.0,1.0
77011,0.0,0.0,0.0
112620,0.0,0.0,0.0
123524,1.0,1.0,0.0
117876,0.0,1.0,0.0
26861,0.0,0.0,0.0
99523,0.0,0.0,0.0
110035,0.0,0.0,0.0
30282,0.0,0.0,0.0
74342,0.0,1.0,0.0
65171,0.0,0.0,0.0
41011,0.0,0.0,0.0
15032,1.0,0.0,0.0
94772,0.0,0.0,0.0
69096,0.0,0.0,0.0
14929,0.0,0.0,0.0
99171,1.0,0.0,0.0
125863,0.0,0.0,0.0
47685,0.0,1.0,1.0
32387,0.0,0.0,1.0
46628,1.0,0.0,0.0
205,1.0,0.0,1.0
45737,0.0,0.0,1.0
94519,0.0,0.0,0.0
64028,0.0,0.0,0.0
79749,1.0,0.0,0.0
123845,0.0,0.0,0.0
30315,0.0,0.0,0.0
46229,0.0,0.0,0.0
118355,0.0,0.0,0.0
65659,0.0,0.0,0.0
73221,0.0,1.0,1.0
124639,1.0,0.0,0.0
117083,0.0,0.0,0.0
102113,0.0,1.0,0.0
10185,0.0,1.0,0.0
52192,1.0,0.0,0.0
111989,0.0,1.0,0.0
77038,0.0,1.0,1.0
110579,0.0,1.0,0.0
99378,1.0,0.0,0.0
34974,0.0,0.0,0.0
74540,0.0,0.0,1.0
56736,0.0,0.0,0.0
93701,0.0,0.0,0.0
114560,1.0,0.0,0.0
25744,0.0,1.0,0.0
104040,0.0,0.0,0.0
50608,0.0,1.0,0.0
38925,0.0,0.0,1.0
85076,0.0,0.0,0.0
89178,0.0,0.0,0.0
70059,0.0,1.0,0.0
54640,0.0,1.0,1.0
66502,0.0,0.0,0.0
117408,1.0,0.0,1.0
91403,0.0,0.0,1.0
37362,1.0,0.0,0.0
84424,1.0,0.0,1.0
48184,0.0,0.0,0.0
43300,0.0,0.0,0.0
67113,0.0,1.0,0.0
99966,0.0,0.0,0.0
14237,0.0,0.0,0.0
9317,0.0,0.0,0.0
45505,1.0,0.0,0.0
88982,0.0,0.0,1.0
123968,0.0,0.0,0.0
40036,1.0,0.0,0.0
112871,0.0,0.0,1.0
19236,1.0,0.0,0.0
48348,0.0,0.0,0.0
7077,0.0,0.0,1.0
15615,0.0,0.0,0.0
118776,0.0,0.0,0.0
18449,0.0,1.0,1.0
13795,0.0,0.0,0.0
81859,0.0,0.0,0.0
79787,0.0,0.0,0.0
74501,1.0,0.0,0.0
120678,1.0,0.0,0.0
105496,0.0,0.0,0.0
50269,1.0,0.0,0.0
96662,0.0,0.0,0.0
108234,1.0,0.0,0.0
32493,1.0,1.0,0.0
29600,0.0,0.0,0.0
35876,1.0,0.0,0.0
36052,0.0,0.0,0.0
97171,1.0,0.0,0.0
60383,0.0,0.0,0.0
94570,0.0,0.0,0.0
27708,1.0,0.0,0.0
99243,1.0,0.0,1.0
53985,0.0,0.0,0.0
15293,0.0,0.0,1.0
3928,1.0,1.0,0.0
794,0.0,0.0,0.0
18187,0.0,1.0,0.0
91887,1.0,0.0,0.0
27237,1.0,0.0,0.0
44339,1.0,0.0,1.0
126164,1.0,0.0,0.0
50057,0.0,0.0,0.0
41333,0.0,0.0,0.0
28279,0.0,0.0,1.0
117868,0.0,0.0,0.0
117763,0.0,0.0,0.0
105635,1.0,0.0,0.0
2379,1.0,0.0,0.0
98345,0.0,0.0,0.0
69151,0.0,1.0,0.0
71546,0.0,0.0,0.0
29676,0.0,0.0,0.0
98929,0.0,0.0,0.0
32258,0.0,0.0,0.0
42786,0.0,0.0,0.0
81029,0.0,1.0,0.0
65183,0.0,1.0,0.0
30590,0.0,0.0,1.0
10072,1.0,1.0,1.0
80311,0.0,0.0,0.0
77666,1.0,0.0,1.0
115790,1.0,0.0,0.0
59442,0.0,0.0,0.0
19775,0.0,0.0,0.0
27969,0.0,0.0,0.0
48288,0.0,1.0,0.0
121228,0.0,0.0,0.0
115877,0.0,1.0,0.0
71871,0.0,0.0,0.0
55322,1.0,0.0,0.0
75212,0.0,0.0,0.0
64264,0.0,0.0,0.0
16354,0.0,0.0,1.0
53211,0.0,1.0,0.0
111564,0.0,1.0,0.0
105039,0.0,0.0,1.0
1378,1.0,0.0,0.0
84658,1.0,0.0,0.0
125649,0.0,1.0,1.0
96126,0.0,1.0,0.0
2945,0.0,0.0,0.0
56015,0.0,0.0,1.0
83778,0.0,0.0,0.0
32174,0.0,0.0,0.0
75364,0.0,0.0,0.0
116210,0.0,0.0,0.0
1335,0.0,1.0,0.0
115496,0.0,1.0,0.0
36513,0.0,0.0,1.0
65594,0.0,1.0,0.0
48970,1.0,0.0,0.0
99125,0.0,0.0,1.0
100400,0.0,0.0,0.0
24121,1.0,0.0,0.0
86882,1.0,0.0,0.0
35287,0.0,0.0,0.0
94710,0.0,0.0,0.0
24830,1.0,0.0,1.0
95229,0.0,0.0,0.0
98477,1.0,0.0,1.0
113717,0.0,0.0,0.0
125131,1.0,1.0,0.0
57987,0.0,1.0,0.0
122189,0.0,0.0,0.0
20271,0.0,1.0,0.0
107801,0.0,0.0,0.0
69874,0.0,0.0,0.0
45864,0.0,0.0,0.0
41005,0.0,1.0,0.0
98556,0.0,0.0,0.0
113140,0.0,0.0,0.0
40073,0.0,1.0,0.0
65121,1.0,0.0,0.0
52819,0.0,0.0,0.0
65747,0.0,0.0,0.0
44132,1.0,0.0,0.0
53539,1.0,0.0,0.0
69671,0.0,0.0,0.0
99658,0.0,1.0,1.0
13502,1.0,0.0,0.0
70033,0.0,0.0,1.0
13442,1.0,1.0,1.0
83606,1.0,0.0,0.0
58974,1.0,0.0,0.0
56241,0.0,0.0,0.0
120721,0.0,0.0,0.0
68277,1.0,0.0,0.0
72601,0.0,0.0,1.0
46311,0.0,0.0,0.0
79134,0.0,0.0,1.0
26870,0.0,1.0,0.0
83586,1.0,0.0,0.0
126124,1.0,0.0,0.0
120274,0.0,0.0,0.0
28516,1.0,0.0,0.0
55339,0.0,0.0,1.0
32468,0.0,0.0,0.0
32170,0.0,0.0,1.0
70810,0.0,0.0,0.0
49032,1.0,0.0,0.0
83686,1.0,0.0,0.0
113183,0.0,0.0,1.0
79411,1.0,0.0,0.0
15727,0.0,0.0,0.0
111958,0.0,0.0,0.0
67605,0.0,0.0,0.0
46092,1.0,0.0,1.0
79214,0.0,0.0,0.0
82170,0.0,0.0,0.0
65188,1.0,0.0,0.0
94253,0.0,0.0,0.0
111508,0.0,0.0,1.0
80260,0.0,1.0,0.0
60717,0.0,0.0,0.0
27110,0.0,0.0,0.0
105196,0.0,0.0,0.0
39774,0.0,0.0,0.0
118368,0.0,0.0,0.0
88999,0.0,0.0,0.0
64896,0.0,1.0,0.0
53960,0.0,0.0,0.0
45150,0.0,0.0,0.0
104855,1.0,0.0,1.0
60983,0.0,0.0,0.0
36397,0.0,1.0,0.0
18616,0.0,0.0,1.0
52512,0.0,0.0,0.0
48113,0.0,1.0,0.0
46596,0.0,0.0,1.0
3526,0.0,0.0,0.0
56085,1.0,1.0,0.0
115365,0.0,0.0,0.0
35208,0.0,0.0,1.0
88399,0.0,0.0,0.0
34002,0.0,0.0,0.0
43151,0.0,0.0,1.0
37760,0.0,0.0,0.0
34979,0.0,0.0,1.0
2982,1.0,0.0,1.0
6846,0.0,1.0,1.0
25334,0.0,0.0,0.0
51843,0.0,0.0,0.0
98801,0.0,0.0,0.0
77871,0.0,0.0,0.0
93217,0.0,1.0,0.0
18871,0.0,0.0,0.0
4205,1.0,0.0,0.0
44529,0.0,0.0,0.0
34471,1.0,0.0,0.0
94266,0.0,0.0,1.0
22013,0.0,0.0,0.0
21836,0.0,0.0,0.0
54113,0.0,0.0,0.0
31948,0.0,1.0,0.0
2103,0.0,0.0,1.0
62338,0.0,0.0,0.0
107011,1.0,0.0,0.0
68464,0.0,0.0,0.0
49823,0.0,0.0,0.0
46310,0.0,1.0,1.0
31336,0.0,0.0,0.0
85211,0.0,0.0,0.0
54812,0.0,0.0,0.0
3152,0.0,0.0,0.0
54128,0.0,0.0,0.0
94007,0.0,1.0,0.0
80080,0.0,1.0,0.0
52966,0.0,0.0,0.0
4894,1.0,0.0,0.0
100545,0.0,0.0,0.0
111737,0.0,0.0,0.0
103041,0.0,1.0,0.0
13843,0.0,0.0,0.0
121740,0.0,1.0,1.0
16578,0.0,0.0,0.0
7836,0.0,0.0,1.0
43730,0.0,0.0,0.0
60567,0.0,0.0,0.0
72014,0.0,0.0,0.0
124938,0.0,0.0,0.0
19156,0.0,0.0,0.0
42089,1.0,1.0,0.0
93802,0.0,0.0,0.0
21321,1.0,1.0,1.0
43423,0.0,0.0,1.0
33405,0.0,0.0,0.0
24752,0.0,0.0,0.0
97690,0.0,0.0,0.0
60545,0.0,0.0,0.0
436,1.0,1.0,0.0
36329,0.0,0.0,0.0
63926,0.0,1.0,1.0
98127,0.0,0.0,1.0
24002,0.0,0.0,0.0
68708,0.0,0.0,0.0
120259,1.0,0.0,0.0
122891,0.0,0.0,0.0
21342,1.0,0.0,0.0
